"Name","agent","combined-id","memory","all_correct","agent_output","step","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","_tags","combined_id","command","environment","environtment","lookback","method","model-engine","model","name","parameters._tags","parameters.agent","parameters.agents","parameters.combined-ids","parameters.combined_ids","parameters.environment","parameters.environtment","parameters.lookback","parameters.memory","parameters.memorys","parameters.model-engine","parameters.model","code-retrieval","k","max-completion-tokens","parameters.code-retrieval","parameters.code-retrievals","parameters.k","parameters.max-completion-tokens","parameters.max-completion-tokenss","parameters.model-engines","parameters.reasoning-efforts","parameters.retrieval","parameters.retrievals","reasoning-effort","retrieval","completion_tokens","compute_cost","compute_time","correct","correct_count","cost","experiment_description","func_ids","funcs_to_block","gold_output","mode","paper_id","path","prompt_tokens","refsol","split","reasoning_tokens","losses"
"glorious-sweep-191","ReAct","2110.03485_3","SlidingWindow","true","{""Experiment 1"": {""last_distortion_loss"": 0.000499261892400682}, ""Experiment 2"": {""last_distortion_loss"": 0.00036499922862276435}, ""Experiment 3"": {""last_distortion_loss"": 0.0005185372428968549}, ""Experiment 4"": {""last_sparsity_loss"": 0.01838984340429306}, ""Experiment 5"": {""last_sparsity_loss"": 0.03278161212801933}, ""Experiment 6"": {""last_sparsity_loss"": 0.012362958863377571}}","11","","finished","-","","2110.03485_3, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T06:14:51.000Z","783","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9756","0.5710550000000001","696","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True, 'Experiment 5': True, 'Experiment 6': True}","6","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","","","","242966","","","","{'Experiment 1': 0.0, 'Experiment 2': 0.0, 'Experiment 3': 0.0, 'Experiment 4': 0.0, 'Experiment 5': 0.0, 'Experiment 6': 0.0}"
"legendary-sweep-152","ReAct","2303.11932_5","SlidingWindow","true","{""Experiment 1"": {""IoU"": 0.0009494780836062907}, ""Experiment 2"": {""IoU"": 0.09068760539647859}, ""Experiment 3"": {""IoU"": 0.0013249253509060603}, ""Experiment 4"": {""IoU"": 0.0009509118617060244}, ""Experiment 5"": {""IoU"": 0.0009424320350356142}, ""Experiment 6"": {""IoU"": 0.0009437894055992776}, ""Experiment 7"": {""IoU"": 0.09073356740324155}, ""Experiment 8"": {""IoU"": 0.09113666756079161}, ""Experiment 9"": {""IoU"": 0.09109296558654023}, ""Experiment 10"": {""IoU"": 0.0012996509212825913}, ""Experiment 11"": {""IoU"": 0.0012758643808690696}, ""Experiment 12"": {""IoU"": 0.0012806946887371268}}","9","","finished","-","","2303.11932_5, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T01:29:24.000Z","353","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4429","0.40508","246","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True, 'Experiment 5': True, 'Experiment 6': True, 'Experiment 7': True, 'Experiment 8': True, 'Experiment 9': True, 'Experiment 10': True, 'Experiment 11': True, 'Experiment 12': True}","12","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","","","","178684","","","","{'Experiment 1': 0.0007429836486794758, 'Experiment 2': 0.0003992046141682481, 'Experiment 3': 0.0015546626915649859, 'Experiment 4': 0.0005979149606542398, 'Experiment 5': 0.0003156707269275081, 'Experiment 6': 0.00021148846223837309, 'Experiment 7': 0.001310365279602605, 'Experiment 8': 0.005554697367025811, 'Experiment 9': 0.00024019841578619338, 'Experiment 10': 0.0035968737241602565, 'Experiment 11': 0.012190708272166872, 'Experiment 12': 0.00015572904333235483}"
"pious-sweep-212","ReAct","2205.00048_5","SlidingWindow","false","{""Experiment 1"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.5155270864260923e-05], ""GGF"": [5.865956097793335e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [6.531420796327108e-06], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [2.9055386641092446e-05], ""GGD"": [1.5267569462768894e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [2.6309788544084347e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9742164624446923e-05], ""GGR"": [1.501924858720956e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [8.527492939359041e-07]}, ""Experiment 2"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.7013274276116187e-05], ""GGF"": [6.076624364512684e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [6.531420796327108e-06], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [3.0067999447094528e-05], ""GGD"": [1.4998125126298506e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [2.6309788544084347e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9274343908753687e-05], ""GGR"": [1.6062016369437721e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [8.527492939359041e-07]}, ""Experiment 3"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [9.181278104732387e-07], ""GGF"": [7.469683296964291e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [3.082074136416555e-06], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.174601999868197e-06], ""GGD"": [8.250136749057006e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [3.569623602862792e-06], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.309852303701036e-05], ""GGR"": [1.3120803641594582e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [5.240740702300814e-06]}, ""Experiment 4"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.3634435504785814e-06], ""GGF"": [7.798720588589249e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [3.082074136416555e-06], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.315038120896211e-06], ""GGD"": [9.70671953612065e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [3.569623602862792e-06], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.3171213308192974e-05], ""GGR"": [1.6067363084913638e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [5.240740702300814e-06]}}","11","","finished","-","","2205.00048_5, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T09:42:07.000Z","454","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6683","0.5319250000000001","368","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","254710","","","","{'Experiment 1': 1.0774012593490008, 'Experiment 2': 1.0774012593490008, 'Experiment 3': 2.847082431675571, 'Experiment 4': 2.847082431675571}"
"brisk-sweep-110","ReAct","2309.05569_0","SlidingWindow","false","Agent did not provide a valid action response","26","","finished","-","","2309.05569_0, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-03-31T23:05:41.000Z","537","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16806","0.9892675","332","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","393507","","","","Got parsing error"
"legendary-sweep-194","ReAct","2110.03485_4","SlidingWindow","false","Agent did not provide a valid action response","33","","finished","-","","2110.03485_4, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T06:50:36.000Z","421","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14128","1.0058775000000002","159","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","","","","422575","","","","Got parsing error"
"peach-sweep-131","ReAct","2309.05569_7","SlidingWindow","false","{""Experiment 1"": {""total loss"": 0.75423}, ""Experiment 2"": {""total loss"": 0.72519}, ""Experiment 3"": {""total loss"": 0.59806}, ""Experiment 4"": {""total loss"": 0.77908}, ""Experiment 5"": {""total loss"": 0.80367}, ""Experiment 6"": {""total loss"": 0.70180}, ""Experiment 7"": {""total loss"": 0.75556}, ""Experiment 8"": {""total loss"": 0.75556}, ""Experiment 9"": {""total loss"": 0.95289}, ""Experiment 10"": {""total loss"": 0.80423}}","6","","finished","-","","2309.05569_7, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T00:24:06.000Z","262","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024","0.3961925","191","{'Experiment 1': True, 'Experiment 2': False, 'Experiment 3': True, 'Experiment 4': True, 'Experiment 5': False, 'Experiment 6': False, 'Experiment 7': True, 'Experiment 8': True, 'Experiment 9': False, 'Experiment 10': False}","5","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","212269","","","","{'Experiment 1': 0.04838628277271695, 'Experiment 2': 0.057203031760683365, 'Experiment 3': 0.00015046393045209977, 'Experiment 4': 0.010503587985013017, 'Experiment 5': 0.10562808678066826, 'Experiment 6': 0.05665703340278247, 'Experiment 7': 0.03723336476464745, 'Experiment 8': 0.03723336476464745, 'Experiment 9': 0.09290162749888169, 'Experiment 10': 0.06174583476355184}"
"celestial-sweep-197","ReAct","2205.00048_0","SlidingWindow","false","{""Experiment 1"": {""IIF"": [1.6313161040257355e-09], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.5155270864260923e-05], ""GGF"": [5.865956097793335e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [9.595172105616529e-11], ""IGD"": [2.6309788544084347e-06], ""GID"": [2.9055386641092446e-05], ""GGD"": [1.5267569462768894e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [2.30947731421345e-23], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9742164624446923e-05], ""GGR"": [1.501924858720956e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 2"": {""IIF"": [1.6313161040257355e-09], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.7013274276116187e-05], ""GGF"": [6.076624364512684e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [9.595172105616529e-11], ""IGD"": [2.6309788544084347e-06], ""GID"": [3.0067999447094528e-05], ""GGD"": [1.4998125126298506e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [2.30947731421345e-23], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9274343908753687e-05], ""GGR"": [1.6062016369437721e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 3"": {""IIF"": [1.6313161040257372e-09], ""IGF"": [3.082074136416555e-06], ""GIF"": [9.181278104732387e-07], ""GGF"": [7.469683296964291e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [9.595172105616611e-11], ""IGD"": [3.569623602862792e-06], ""GID"": [8.174601999868197e-06], ""GGD"": [8.250136749057006e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [2.2563953265602125e-23], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.309852303701036e-05], ""GGR"": [1.3120803641594582e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}, ""Experiment 4"": {""IIF"": [1.6313161040257372e-09], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.3634435504785814e-06], ""GGF"": [7.798720588589249e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [9.595172105616611e-11], ""IGD"": [3.569623602862792e-06], ""GID"": [8.315038120896211e-06], ""GGD"": [9.70671953612065e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [2.2563953265602125e-23], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.3171213308192974e-05], ""GGR"": [1.6067363084913638e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}}","6","","finished","-","","2205.00048_0, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T07:17:51.000Z","474","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6513","0.39927","404","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","215000","","","","{'Experiment 1': 0.16666623071332026, 'Experiment 2': 0.16666623071332026, 'Experiment 3': 0.16666622247987753, 'Experiment 4': 0.16666622247987753}"
"splendid-sweep-143","ReAct","2303.11932_2","SlidingWindow","false","Agent did not provide a valid action response","38","","finished","-","","2303.11932_2, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T00:54:32.000Z","579","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15781","0.990995","297","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.0009427296271823229}, 'Experiment 2': {'IoU': 0.09164573186628844}, 'Experiment 3': {'IoU': 0.001260498017262972}}","","","","401754","","","","Got parsing error"
"dashing-sweep-155","ReAct","2303.11932_6","SlidingWindow","false","Agent did not provide a valid action response","18","","finished","-","","2303.11932_6, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T01:40:57.000Z","818","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9799","1.050365","634","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","","","","452438","","","","Got parsing error"
"fearless-sweep-116","ReAct","2309.05569_2","SlidingWindow","false","Agent did not provide a valid action response","26","","finished","-","","2309.05569_2, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-03-31T23:31:53.000Z","1002","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21123","1.0134275","783","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","413615","","","","Got parsing error"
"leafy-sweep-173","ReAct","2303.11932_12","SlidingWindow","false","Agent did not provide a valid action response","29","","finished","-","","2303.11932_12, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T03:12:52.000Z","443","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10585","1.0118499999999997","146","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.09065141693255822}, 'Experiment 2': {'IoU': 0.09061482887766313}, 'Experiment 3': {'IoU': 0.09164573186628844}, 'Experiment 4': {'IoU': 0.09111485122946014}}","","","","424992","","","","Got parsing error"
"soft-sweep-182","ReAct","2110.03485_0","SlidingWindow","false","Agent did not provide a valid action response","15","","finished","-","","2110.03485_0, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T03:57:41.000Z","245","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7130","1.0584825000000002","92","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","","","","450617","","","","Got parsing error"
"glad-sweep-113","ReAct","2309.05569_1","SlidingWindow","false","Agent did not provide a valid action response","14","","finished","-","","2309.05569_1, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-03-31T23:16:48.000Z","601","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11668","0.990455","454","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","416710","","","","Got parsing error"
"robust-sweep-149","ReAct","2303.11932_4","SlidingWindow","false","Agent did not provide a valid action response","24","","finished","-","","2303.11932_4, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T01:16:46.000Z","754","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10062","0.978005","516","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","","","","419370","","","","Got parsing error"
