"Name","agent","all_correct","combined-id","agent_output","step","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","_tags","combined_id","command","environment","environtment","k","lookback","method","model-engine","model","name","parameters._tags","parameters.agent","parameters.agents","parameters.combined-ids","parameters.combined_ids","parameters.environment","parameters.environtment","parameters.k","parameters.lookback","parameters.memory","parameters.memorys","parameters.model-engine","parameters.model","code-retrieval","max-completion-tokens","parameters.code-retrieval","parameters.code-retrievals","parameters.max-completion-tokens","parameters.max-completion-tokenss","parameters.model-engines","parameters.reasoning-efforts","parameters.retrieval","parameters.retrievals","reasoning-effort","retrieval","completion_tokens","compute_cost","compute_time","correct","correct_count","cost","experiment_description","func_ids","funcs_to_block","gold_output","mode","paper_id","path","prompt_tokens","refsol","split","reasoning_tokens","losses","memory"
"decent-sweep-57","MLAgentBench","true","2303.11932_11","{""Experiment 1"": {""IoU"": 0.0907}, ""Experiment 2"": {""IoU"": 0.0907}, ""Experiment 3"": {""IoU"": 0.0908}, ""Experiment 4"": {""IoU"": 0.0912}}","10","","finished","-","","2303.11932_11, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T18:49:42.000Z","250","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","7776","0.29507500000000003","114","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True}","4","","","","","{'Experiment 1': {'IoU': 0.09065141693255822}, 'Experiment 2': {'IoU': 0.09061482887766313}, 'Experiment 3': {'IoU': 0.09164573186628844}, 'Experiment 4': {'IoU': 0.09111485122946014}}","","","","93710","","","","{'Experiment 1': 0.0005359327971445109, 'Experiment 2': 0.000939924771605089, 'Experiment 3': 0.009228273363808792, 'Experiment 4': 0.0009345213144828153}","SlidingWindow"
"fast-sweep-48","MLAgentBench","true","2303.11932_2","{""Experiment 1"": {""IoU"": 0.000938408406548264}, ""Experiment 2"": {""IoU"": 0.09139012815163976}, ""Experiment 3"": {""IoU"": 0.001283705479694711}}","30","","finished","-","","2303.11932_2, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T18:00:13.000Z","778","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","30003","0.8314375","369","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True}","3","","","","","{'Experiment 1': {'IoU': 0.0009427296271823229}, 'Experiment 2': {'IoU': 0.09164573186628844}, 'Experiment 3': {'IoU': 0.001260498017262972}}","","","","230803","","","","{'Experiment 1': 0.004583732715576584, 'Experiment 2': 0.002789041120012088, 'Experiment 3': 0.018411343860842755}","SlidingWindow"
"fallen-sweep-63","MLAgentBench","true","2110.03485_2","{""Experiment 1"": {""last_distortion_loss"": 0.000499261892400682}, ""Experiment 2"": {""last_distortion_loss"": 0.00036499922862276435}, ""Experiment 3"": {""last_distortion_loss"": 0.0005185372428968549}, ""Experiment 4"": {""last_sparsity_loss"": 0.01838984340429306}, ""Experiment 5"": {""last_sparsity_loss"": 0.03278161212801933}, ""Experiment 6"": {""last_sparsity_loss"": 0.012362958863377571}}","19","","finished","-","","2110.03485_2, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:09:42.000Z","881","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","16959","0.4636675000000001","713","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True, 'Experiment 5': True, 'Experiment 6': True}","6","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","","","","131775","","","","{'Experiment 1': 0.0, 'Experiment 2': 0.0, 'Experiment 3': 0.0, 'Experiment 4': 0.0, 'Experiment 5': 0.0, 'Experiment 6': 0.0}","SlidingWindow"
"cool-sweep-62","MLAgentBench","false","2110.03485_1","Agent did not provide a valid action response","36","","finished","-","","2110.03485_1, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:03:46.000Z","828","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","40153","1.0045775","438","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","","","","272963","","","","Got parsing error","SlidingWindow"
"bumbling-sweep-64","MLAgentBench","false","2110.03485_3","{""Experiment 1"": {""last_distortion_loss"": 3.1874537853582297e-07}, ""Experiment 2"": {""last_distortion_loss"": 1.1683917477967043e-07}, ""Experiment 3"": {""last_distortion_loss"": 5.426580855782959e-07}, ""Experiment 4"": {""last_sparsity_loss"": 9.99000358581543}, ""Experiment 5"": {""last_sparsity_loss"": 19.98000717163086}, ""Experiment 6"": {""last_sparsity_loss"": 4.995002269744873}}","23","","finished","-","","2110.03485_3, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:17:37.000Z","1155","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","26688","0.6845950000000004","859","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False, 'Experiment 5': False, 'Experiment 6': False}","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","","","","186350","","","","{'Experiment 1': 0.9993615667781028, 'Experiment 2': 0.9996798919953324, 'Experiment 3': 0.9989534829117641, 'Experiment 4': 542.2348370885687, 'Experiment 5': 608.4882427869801, 'Experiment 6': 403.0296764669679}","SlidingWindow"
"expert-sweep-53","MLAgentBench","false","2303.11932_7","Agent did not provide a valid action response","28","","finished","-","","2303.11932_7, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T18:19:44.000Z","1157","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","31135","1.0064825","779","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","","","","319717","","","","Got parsing error","SlidingWindow"
"charmed-sweep-44","MLAgentBench","false","2309.05569_7","{""Experiment 1"": {""total loss"": 0.81616}, ""Experiment 2"": {""total loss"": 0.72519}, ""Experiment 3"": {""total loss"": 0.59806}, ""Experiment 4"": {""total loss"": 0.77908}, ""Experiment 5"": {""total loss"": 0.80367}, ""Experiment 6"": {""total loss"": 0.70180}, ""Experiment 7"": {""total loss"": 0.75556}, ""Experiment 8"": {""total loss"": 0.69143}, ""Experiment 9"": {""total loss"": 0.95289}, ""Experiment 10"": {""total loss"": 0.80423}}","7","","finished","-","","2309.05569_7, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T17:42:09.000Z","481","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","5264","0.4240074999999999","364","{'Experiment 1': True, 'Experiment 2': False, 'Experiment 3': True, 'Experiment 4': True, 'Experiment 5': False, 'Experiment 6': False, 'Experiment 7': True, 'Experiment 8': False, 'Experiment 9': False, 'Experiment 10': False}","4","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","157635","","","","{'Experiment 1': 0.029750939968205162, 'Experiment 2': 0.057203031760683365, 'Experiment 3': 0.00015046393045209977, 'Experiment 4': 0.010503587985013017, 'Experiment 5': 0.10562808678066826, 'Experiment 6': 0.05665703340278247, 'Experiment 7': 0.03723336476464745, 'Experiment 8': 0.11895053390759198, 'Experiment 9': 0.09290162749888169, 'Experiment 10': 0.06174583476355184}","SlidingWindow"
"usual-sweep-72","MLAgentBench","false","2205.00048_6","Agent did not provide a valid action response","39","","finished","-","","2205.00048_6, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T20:43:56.000Z","578","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","29064","0.83245","164","Got parsing error","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","280980","","","","Got parsing error","SlidingWindow"
"autumn-sweep-52","MLAgentBench","false","2303.11932_6","{""Experiment 1"": {""IoU"": 0.0010}, ""Experiment 2"": {""IoU"": 0.0907}, ""Experiment 3"": {""IoU"": 0.0013}, ""Experiment 4"": {""IoU"": 0.0010}, ""Experiment 5"": {""IoU"": 0.0009}, ""Experiment 6"": {""IoU"": 0.0009}, ""Experiment 7"": {""IoU"": 0.0909}, ""Experiment 8"": {""IoU"": 0.0908}, ""Experiment 9"": {""IoU"": 0.0911}, ""Experiment 10"": {""IoU"": 0.0013}, ""Experiment 11"": {""IoU"": 0.0013}, ""Experiment 12"": {""IoU"": 0.0013}}","5","","finished","-","","2303.11932_6, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T18:16:45.000Z","367","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","7360","0.20528","260","{'Experiment 1': False, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': False, 'Experiment 5': True, 'Experiment 6': True, 'Experiment 7': True, 'Experiment 8': True, 'Experiment 9': True, 'Experiment 10': True, 'Experiment 11': True, 'Experiment 12': True}","10","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","","","","59392","","","","{'Experiment 1': 0.05399271550078894, 'Experiment 2': 0.0005359327971445109, 'Experiment 3': 0.017287230100444986, 'Experiment 4': 0.05225095537822872, 'Experiment 5': 0.04532543154502883, 'Experiment 6': 0.04619575693963102, 'Experiment 7': 0.0031470690379150432, 'Experiment 8': 0.009228273363808792, 'Experiment 9': 0.00016299460801116655, 'Experiment 10': 0.0038664340374243884, 'Experiment 11': 0.03133839339374928, 'Experiment 12': 0.01523216984560273}","SlidingWindow"
"dutiful-sweep-39","MLAgentBench","false","2309.05569_2","Agent did not provide a valid action response","29","","finished","-","","2309.05569_2, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T16:59:42.000Z","1911","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","47970","0.9962625000000004","1487","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","249313","","","","Got parsing error","SlidingWindow"
"dry-sweep-56","MLAgentBench","false","2303.11932_10","{""Experiment 1"": {""IoU"": 0.0013313811701804157}, ""Experiment 2"": {""IoU"": 0.0013231350723612988}, ""Experiment 3"": {""IoU"": 0.0013104072833159126}, ""Experiment 4"": {""IoU"": 0.00127589564640519}}","8","","finished","-","","2303.11932_10, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T18:45:19.000Z","259","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","7035","0.22092249999999997","111","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.000950343637027683}, 'Experiment 3': {'IoU': 0.0009427296271823229}, 'Experiment 4': {'IoU': 0.0009435898472335024}}","","","","65925","","","","{'Experiment 1': 0.40326605492507434, 'Experiment 2': 0.39227014398661847, 'Experiment 3': 0.39001389744430004, 'Experiment 4': 0.35217186804835826}","SlidingWindow"
"swift-sweep-66","MLAgentBench","false","2205.00048_0","Agent did not provide a valid action response","41","","finished","-","","2205.00048_0, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:36:56.000Z","548","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","39546","1.0043400000000005","115","Got parsing error","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","312416","","","","Got parsing error","SlidingWindow"
"fallen-sweep-70","MLAgentBench","false","2205.00048_4","{""Experiment 1"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.5155270864260923e-05], ""GGF"": [5.865956097793335e-07], ""AIF"": [6.194756333064799e-08], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [2.9055386641092446e-05], ""GGD"": [1.5267569462768894e-06], ""AID"": [3.492005680793472e-08], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9742164624446923e-05], ""GGR"": [1.501924858720956e-06], ""AIR"": [1.036999195311182e-09], ""AGR"": [1.693986814130217e-06]}, ""Experiment 2"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.7013274276116187e-05], ""GGF"": [6.076624364512684e-07], ""AIF"": [6.194756333064799e-08], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [3.0067999447094528e-05], ""GGD"": [1.4998125126298506e-06], ""AID"": [3.492005680793472e-08], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9274343908753687e-05], ""GGR"": [1.6062016369437721e-06], ""AIR"": [1.036999195311182e-09], ""AGR"": [1.693986814130217e-06]}, ""Experiment 3"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [9.181278104732387e-07], ""GGF"": [7.469683296964291e-08], ""AIF"": [6.06692060661247e-08], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.174601999868197e-06], ""GGD"": [8.250136749057006e-07], ""AID"": [3.499190506441567e-08], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.309852303701036e-05], ""GGR"": [1.3120803641594582e-06], ""AIR"": [2.387204716315413e-09], ""AGR"": [1.3593968930682123e-06]}, ""Experiment 4"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.3634435504785814e-06], ""GGF"": [7.798720588589249e-08], ""AIF"": [6.06692060661247e-08], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.315038120896211e-06], ""GGD"": [9.70671953612065e-07], ""AID"": [3.499190506441567e-08], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.3171213308192974e-05], ""GGR"": [1.6067363084913638e-06], ""AIR"": [2.387204716315413e-09], ""AGR"": [1.3593968930682123e-06]}}","5","","finished","-","","2205.00048_4, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:54:55.000Z","464","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","7756","0.23498250000000004","382","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","70777","","","","{'Experiment 1': 0.16634501702095378, 'Experiment 2': 0.16634501702095378, 'Experiment 3': 0.16176426054093845, 'Experiment 4': 0.16176426054093845}","SlidingWindow"
